date,code,direction,quantity,price,amount,commission,reason
2024-03-12,560660,buy,171400,0.875,149975.0,194.9675,rebalance
2024-03-18,560660,sell,171400,0.907,155459.80000000002,202.09774000000002,rebalance
2024-03-22,512100,buy,13300,2.246,29871.8,38.765609999999995,rebalance
2024-03-22,159537,buy,32500,0.918,29835.0,38.765609999999995,rebalance
2024-03-22,159915,buy,16400,1.817,29798.8,38.765609999999995,rebalance
2024-03-22,515000,buy,25800,1.154,29773.199999999997,38.765609999999995,rebalance
2024-04-01,515000,sell,25800,1.136,29308.799999999996,37.640719999999995,rebalance
2024-04-01,159537,sell,32500,0.88,28600.0,37.640719999999995,rebalance
2024-04-02,159915,sell,16400,1.808,29651.2,50.25678666666666,rebalance
2024-04-02,510500,buy,10600,5.462,57897.2,50.25678666666666,rebalance
2024-04-02,512100,buy,12800,2.221,28428.800000000003,50.25678666666666,rebalance
2024-04-03,512890,buy,39000,1.033,40287.0,52.3731,rebalance
2024-04-09,510500,sell,10600,5.424,57494.4,64.57177999999999,rebalance
2024-04-09,512890,sell,39000,1.029,40131.0,64.57177999999999,rebalance
2024-04-09,512100,buy,23400,2.196,51386.4,64.57177999999999,rebalance
2024-04-11,512100,sell,49500,2.162,107019.0,132.34051999999997,rebalance
2024-04-11,512890,buy,92600,1.043,96581.79999999999,132.34051999999997,rebalance
2024-04-26,512890,sell,92600,1.039,96211.4,125.07481999999999,rebalance
2024-05-13,510500,buy,4600,5.594,25732.4,33.31130400000001,rebalance
2024-05-13,512890,buy,23900,1.072,25620.800000000003,33.31130400000001,rebalance
2024-05-13,588000,buy,32100,0.798,25615.800000000003,33.31130400000001,rebalance
2024-05-13,510300,buy,7000,3.655,25585.0,33.31130400000001,rebalance
2024-05-13,512000,buy,30400,0.841,25566.399999999998,33.31130400000001,rebalance
2024-05-14,512890,sell,23900,1.068,25525.2,33.18276,rebalance
2024-05-15,588000,sell,32100,0.784,25166.4,32.71632,rebalance
2024-05-16,510300,sell,7000,3.635,25445.0,60.92410999999999,rebalance
2024-05-16,510500,sell,4600,5.513,25359.8,60.92410999999999,rebalance
2024-05-16,512000,buy,109100,0.823,89789.29999999999,60.92410999999999,rebalance
2024-05-17,512000,sell,116500,0.835,97277.5,126.46074999999999,rebalance
2024-05-24,512890,buy,103600,1.076,111473.6,144.91568,rebalance
2024-05-27,512890,sell,50100,1.095,54859.5,61.573654999999995,rebalance
2024-05-27,512000,buy,49100,0.812,39869.200000000004,61.573654999999995,rebalance
2024-05-28,512200,buy,224200,0.498,111651.6,145.14708,rebalance
2024-05-29,512200,sell,224200,0.5,112100.0,91.83503333333333,rebalance
2024-05-29,512000,sell,72100,0.806,58112.600000000006,91.83503333333333,rebalance
2024-05-29,512890,buy,38200,1.092,41714.4,91.83503333333333,rebalance
2024-06-04,512890,sell,91700,1.076,98669.20000000001,133.728725,rebalance
2024-06-04,588000,buy,135700,0.789,107067.3,133.728725,rebalance
2024-06-05,588000,sell,90700,0.788,71471.6,61.71494333333334,rebalance
2024-06-05,159537,buy,42000,0.845,35490.0,61.71494333333334,rebalance
2024-06-05,515000,buy,32500,1.091,35457.5,61.71494333333334,rebalance
2024-06-14,512000,buy,35800,0.799,28604.2,37.18546,rebalance
2024-06-20,515000,sell,32500,1.088,35360.0,41.297489999999996,rebalance
2024-06-20,512000,sell,35800,0.787,28174.600000000002,41.297489999999996,rebalance
2024-06-21,515000,buy,31700,1.09,34553.0,44.9189,rebalance
2024-06-24,515000,sell,31700,1.07,33919.0,44.094699999999996,rebalance
2024-06-26,159537,sell,42000,0.835,35070.0,73.56938333333333,rebalance
2024-06-26,588000,sell,45000,0.764,34380.0,73.56938333333333,rebalance
2024-06-26,515000,buy,93500,1.073,100325.5,73.56938333333333,rebalance
2024-06-27,515000,sell,93500,1.057,98829.5,126.395425,rebalance
2024-06-27,159537,buy,112500,0.85,95625.0,126.395425,rebalance
2024-07-01,159537,sell,112500,0.82,92250.0,129.47194,rebalance
2024-07-01,512890,buy,99200,1.078,106937.6,129.47194,rebalance
2024-07-09,512890,sell,99200,1.065,105648.0,93.87707333333333,rebalance
2024-07-09,159601,buy,73900,0.751,55498.9,93.87707333333333,rebalance
2024-07-09,515000,buy,52500,1.057,55492.5,93.87707333333333,rebalance
2024-07-10,159601,sell,73900,0.747,55203.3,69.6696,rebalance
2024-07-10,515000,buy,48900,1.063,51980.7,69.6696,rebalance
2024-07-11,515000,sell,88000,1.078,94864.0,123.3232,rebalance
2024-07-16,510300,buy,7300,3.551,25922.300000000003,33.6504025,rebalance
2024-07-16,588000,buy,33900,0.764,25899.600000000002,33.6504025,rebalance
2024-07-16,159537,buy,30100,0.86,25886.0,33.6504025,rebalance
2024-07-16,159601,buy,33900,0.762,25831.8,33.6504025,rebalance
2024-07-23,159601,sell,33900,0.745,25255.5,32.83215,rebalance
2024-07-25,588000,sell,33900,0.748,25357.2,57.065904999999994,rebalance
2024-07-25,510300,sell,7300,3.459,25250.7,57.065904999999994,rebalance
2024-07-25,159537,sell,30100,0.813,24471.3,57.065904999999994,rebalance
2024-07-25,512000,buy,133300,0.754,100508.2,57.065904999999994,rebalance
2024-07-30,512000,sell,96400,0.764,73649.6,51.42062250000001,rebalance
2024-07-30,512100,buy,14800,1.909,28253.2,51.42062250000001,rebalance
2024-07-30,588000,buy,37900,0.743,28159.7,51.42062250000001,rebalance
2024-07-30,510500,buy,5900,4.772,28154.800000000003,51.42062250000001,rebalance
2024-08-06,159915,buy,15400,1.597,24593.8,31.971939999999996,rebalance
2024-08-07,588000,sell,37900,0.742,28121.8,34.18505999999999,rebalance
2024-08-07,159915,sell,15400,1.589,24470.6,34.18505999999999,rebalance
2024-08-14,515000,sell,13400,0.996,13346.4,17.35032,追踪止损: 回撤8.4% > 8%
2024-08-15,512890,buy,28800,1.029,29635.199999999997,38.52575999999999,rebalance
2024-08-19,510300,buy,7200,3.419,24616.8,32.001839999999994,rebalance
2024-08-22,512100,sell,14800,1.827,27039.6,35.15148,追踪止损: 回撤8.3% > 8%
2024-08-27,510500,sell,5900,4.567,26945.3,35.02889,追踪止损: 回撤8.2% > 8%
2024-08-28,512000,sell,36900,0.757,27933.3,43.26356666666666,rebalance
2024-08-28,510300,sell,7200,3.357,24170.4,43.26356666666666,rebalance
2024-08-28,512890,buy,46300,1.031,47735.299999999996,43.26356666666666,rebalance
2024-08-30,512890,sell,75100,1.003,75325.29999999999,97.92288999999998,rebalance
2024-09-02,512100,buy,15900,1.842,29287.800000000003,37.9742025,rebalance
2024-09-02,159915,buy,19400,1.507,29235.8,37.9742025,rebalance
2024-09-02,159601,buy,41000,0.713,29233.0,37.9742025,rebalance
2024-09-02,510500,buy,6300,4.617,29087.1,37.9742025,rebalance
2024-09-04,512200,buy,108400,1.142,123792.79999999999,160.93063999999998,rebalance
2024-09-06,159915,sell,19400,1.508,29255.2,56.61525999999999,rebalance
2024-09-06,512100,sell,15900,1.835,29176.5,56.61525999999999,rebalance
2024-09-06,510500,sell,6300,4.611,29049.3,56.61525999999999,rebalance
2024-09-06,159601,sell,41000,0.701,28741.0,56.61525999999999,rebalance
2024-09-06,512000,buy,130500,0.778,101529.0,56.61525999999999,rebalance
2024-09-09,512200,sell,108400,1.137,123250.8,97.36237333333332,rebalance
2024-09-09,512000,sell,62000,0.777,48174.0,97.36237333333332,rebalance
2024-09-09,159915,buy,35200,1.513,53257.6,97.36237333333332,rebalance
2024-09-11,159915,sell,22900,1.528,34991.2,44.87366,rebalance
2024-09-11,512000,sell,44100,0.772,34045.200000000004,44.87366,rebalance
2024-09-12,159915,buy,53200,1.525,81130.0,105.469,rebalance
2024-09-13,159915,sell,32300,1.509,48740.7,52.004355,rebalance
2024-09-13,512000,buy,40500,0.772,31266.0,52.004355,rebalance
2024-09-19,512000,sell,38400,0.783,30067.2,38.895739999999996,rebalance
2024-09-19,159915,sell,19600,1.519,29772.399999999998,38.895739999999996,rebalance
2024-10-09,159915,sell,13600,2.242,30491.2,26.234953333333333,追踪止损: 回撤16.3% > 8%
2024-10-09,512000,sell,26500,1.134,30050.999999999996,26.234953333333333,利润保护: 盈利从55.7%回落至46.9%
2024-10-09,159915,sell,13600,2.242,30491.2,26.234953333333333,利润保护: 盈利从75.6%回落至47.0%
2024-10-17,516160,buy,75600,1.889,142808.4,185.65091999999999,rebalance
2024-10-23,516160,sell,75600,2.133,161254.8,204.92393999999996,rebalance
2024-10-23,512480,buy,157800,0.976,154012.8,204.92393999999996,rebalance
2024-10-24,512480,sell,157800,0.978,154328.4,200.62691999999998,rebalance
2024-10-25,512480,buy,156400,0.984,153897.6,200.06688,rebalance
2024-10-28,512480,sell,77900,0.981,76419.9,99.70895999999999,rebalance
2024-10-28,512760,buy,70300,1.095,76978.5,99.70895999999999,rebalance
2024-10-30,512760,sell,70300,1.076,75642.8,92.79653499999999,rebalance
2024-10-30,512480,buy,69700,0.963,67121.09999999999,92.79653499999999,rebalance
2024-10-31,512480,sell,148200,0.986,146125.2,189.96276,rebalance
2024-11-01,512480,buy,140200,0.943,132208.6,171.87118,rebalance
2024-11-04,512480,sell,140200,0.959,134451.8,84.706245,rebalance
2024-11-04,515000,buy,33100,1.272,42103.2,84.706245,rebalance
2024-11-04,588000,buy,41900,1.004,42067.6,84.706245,rebalance
2024-11-04,159537,buy,38900,1.08,42012.0,84.706245,rebalance
2024-11-05,588000,sell,41900,1.05,43995.0,46.98875999999999,rebalance
2024-11-05,510500,buy,5200,6.216,32323.2,46.98875999999999,rebalance
2024-11-05,512100,buy,12600,2.549,32117.399999999998,46.98875999999999,rebalance
2024-11-06,159537,sell,25400,1.158,29413.199999999997,37.463205,rebalance
2024-11-06,515000,sell,21300,1.325,28222.5,37.463205,rebalance
2024-11-15,159537,sell,13500,1.163,15700.5,10.205325,追踪止损: 回撤9.4% > 8%
2024-11-15,159537,sell,13500,1.163,15700.5,10.205325,利润保护: 盈利从18.8%回落至7.7%
2024-11-15,512100,sell,12600,2.489,31361.399999999998,57.974345,rebalance
2024-11-15,510500,sell,5200,6.021,31309.2,57.974345,rebalance
2024-11-15,516160,buy,26700,2.168,57885.600000000006,57.974345,rebalance
2024-11-15,515700,buy,34400,1.681,57826.4,57.974345,rebalance
2024-11-18,515000,sell,11800,1.294,15269.2,19.84996,追踪止损: 回撤9.7% > 8%
2024-11-18,515700,sell,34400,1.661,57138.4,96.51958333333334,rebalance
2024-11-18,516160,sell,26700,2.138,57084.6,96.51958333333334,rebalance
2024-11-18,512890,buy,99100,1.095,108514.5,96.51958333333334,rebalance
2024-11-19,512200,buy,36000,1.62,58320.00000000001,75.77856,rebalance
